dataset_id	recommendation	current_status	title	producer	license	files	sampled_files	inspected_units	signals	rationale
5369995fa3a729239d20522b	APPROVE	REVIEW_REQUIRED	Egalité hommes-femmes dans la culture et la communication	Ministère de la Culture	fr-lo	4	4	7		aucun signal direct dans les noms et échantillons inspectés
53699a7ca3a729239d2054d8	APPROVE	REVIEW_REQUIRED	Nombre de fonctions médicales et paramédicales par commune ou arrondissement (base permanente des équipements)	Région Île-de-France	fr-lo	4	4	3		aucun signal direct dans les noms et échantillons inspectés
53699ad5a3a729239d2055b2	APPROVE	REVIEW_REQUIRED	Agreste - Nombre d' exploitations agricoles aux recensements de l'agriculture 2010 et 2000	Ministère de l'Agriculture, de l'agro-alimentaire et de la souveraineté alimentaire	fr-lo	1	1	0		aucun signal direct dans les noms et échantillons inspectés
53699c14a3a729239d2058b5	APPROVE	REVIEW_PERSONAL_DATA	Périmètre des interventions économiques analysées dans le cadre de la mission MAP sur les aides aux entreprises	Ministères économiques et financiers	fr-lo	2	2	0		aucun signal direct dans les noms et échantillons inspectés
53699c18a3a729239d2058bf	HOLD	REVIEW_REQUIRED	Périmètres des secteurs de recrutements des collèges publics de Gironde	Conseil Départemental de la Gironde	odc-odbl	2	2	2	address,contact,email	signal direct à examiner : address,contact,email
53699d0ea3a729239d205b2e	EXCLUDE	REVIEW_MISSING_FILES	Population	Institut national de la statistique et des études économiques (Insee)	fr-lo	0	0	0		aucun fichier local complet à diffuser
53699e7ba3a729239d205eb0	HOLD	REVIEW_REQUIRED	qualité des eaux souterraines France entière (ADES)	Ministère de la Transition écologique	fr-lo	1	1	1	contact	signal direct à examiner : contact
53699edca3a729239d205faf	HOLD	REVIEW_PERSONAL_DATA	Registre Parcellaire Graphique 2010: contours des îlots culturaux et leur groupe de cultures majoritaire des exploitations	Agence de services et de paiement (ASP)	fr-lo	94	20	0	partial_file_sample	signal direct à examiner : partial_file_sample
53699edca3a729239d205fb3	HOLD	REVIEW_PERSONAL_DATA	Registre Parcellaire Graphique 2012: contours des îlots culturaux et leur groupe de cultures majoritaire des exploitations	Agence de services et de paiement (ASP)	fr-lo	95	20	0	partial_file_sample	signal direct à examiner : partial_file_sample
53699f97a3a729239d206178	HOLD	REVIEW_PERSONAL_DATA	Séries chronologiques sur les salaires et le coût du travail	Institut national de la statistique et des études économiques (Insee)	fr-lo	1	1	1	contact,phone	signal direct à examiner : contact,phone
53699fe3a3a729239d206225	APPROVE	REVIEW_REQUIRED	Service-Public.gouv.fr - Actualités Particuliers	Premier ministre	fr-lo	3	3	1		aucun signal direct dans les noms et échantillons inspectés
53699fe4a3a729239d206227	HOLD	REVIEW_PERSONAL_DATA	Service-public.gouv.fr - Annuaire de l’administration - Base de données locales	Premier ministre	fr-lo	5	5	2	contact	signal direct à examiner : contact
53699fe5a3a729239d206232	HOLD	REVIEW_PERSONAL_DATA	Fiches pratiques et ressources de Service-Public.gouv.fr Particuliers	Premier ministre	fr-lo	3	3	10	address,contact,first_name,phone	signal direct à examiner : address,contact,first_name,phone
53699fe5a3a729239d206233	HOLD	REVIEW_PERSONAL_DATA	Fiches pratiques et ressources Entreprendre - Service-Public.gouv.fr 	Premier ministre	fr-lo	3	3	10	address,contact,email,health_id,phone	signal direct à examiner : address,contact,email,health_id,phone
5369a047a3a729239d206320	APPROVE	REVIEW_PERSONAL_DATA	Statistique annuelle des établissements de santé (SAE)	Ministère des Solidarités et de la Santé	fr-lo	3	3	0		aucun signal direct dans les noms et échantillons inspectés
5369a048a3a729239d206322	HOLD	REVIEW_PERSONAL_DATA	Statistique mensuelle de la population écrouée et détenue en France	Ministère de la Justice	fr-lo	111	20	120	partial_file_sample	signal direct à examiner : partial_file_sample
5369a0b4a3a729239d206418	HOLD	REVIEW_PERSONAL_DATA	Statistiques nationales du commerce extérieur	Ministères économiques et financiers	lov2	7	7	6	address,contact,phone	signal direct à examiner : address,contact,phone
536c47bfa3a72933d8d1b3a6	HOLD	REVIEW_PERSONAL_DATA	Liste des Immeubles protégés au titre des Monuments Historiques (archives)	Ministère de la Culture	fr-lo	7	7	7	address,contact,email,phone	signal direct à examiner : address,contact,email,phone
53789930a3a7295dd332d9e7	HOLD	REVIEW_REQUIRED	Photographies série « Monuments historiques » de 1851 à 1914	Ministère de la Culture	other-pd	2	2	1	address	signal direct à examiner : address
538071a9a3a7297e4d35d6ce	HOLD	REVIEW_PERSONAL_DATA	Base d'Adresses Nationale Ouverte - BANO	OpenStreetMap	odc-odbl	1	1	1	address	signal direct à examiner : address
5387f347a3a7291cb36754a1	HOLD	REVIEW_REQUIRED	Les crimes et délits enregistrés par la gendarmerie nationale	Observatoire national de la délinquance et des réponses pénales (ondrp)	fr-lo	1	1	10	address	signal direct à examiner : address
5387f348a3a7291cb36754a3	HOLD	REVIEW_REQUIRED	Les crimes et délits enregistrés par la gendarmerie nationale	Observatoire national de la délinquance et des réponses pénales (ondrp)	fr-lo	1	1	10	address	signal direct à examiner : address
5387f349a3a7291cb36754a5	HOLD	REVIEW_REQUIRED	Les crimes et délits enregistrés par la police nationale	Observatoire national de la délinquance et des réponses pénales (ondrp)	fr-lo	1	1	10	address	signal direct à examiner : address
5387f34aa3a7291cb36754a8	HOLD	REVIEW_REQUIRED	Les crimes et délits enregistrés par la police nationale	Observatoire national de la délinquance et des réponses pénales (ondrp)	fr-lo	1	1	10	address	signal direct à examiner : address
539a67b7a3a7293bc2728384	HOLD	REVIEW_PERSONAL_DATA	Les condamnations (statistiques à partir du casier judiciaire national)	Ministère de la Justice	fr-lo	10	10	100	address,contact,email,phone	signal direct à examiner : address,contact,email,phone
53ca2be2a3a7294a1ddd7847	APPROVE	REVIEW_PERSONAL_DATA	ASSOCIATIONS (JOAFE)	Premier ministre	fr-lo	5	5	3		aucun signal direct dans les noms et échantillons inspectés
53ca2e62a3a7294a1ddd784b	APPROVE	REVIEW_PERSONAL_DATA	COMPTES ASSOCIATIONS 	Premier ministre	fr-lo	5	5	3		aucun signal direct dans les noms et échantillons inspectés
53fd262ea3a729390ba568a7	HOLD	REVIEW_PERSONAL_DATA	Registre Parcellaire Graphique 2011: contours des îlots culturaux et leur groupe de cultures majoritaire des exploitations	Agence de services et de paiement (ASP)	fr-lo	94	20	0	partial_file_sample	signal direct à examiner : partial_file_sample
54294e8f88ee380327a59161	APPROVE	REVIEW_PERSONAL_DATA	Evolution des recrutements de militaires sur 24 ans	Ministère des Armées	fr-lo	1	1	0		aucun signal direct dans les noms et échantillons inspectés
54510dc1c751df1fdb5a81f3	APPROVE	REVIEW_PERSONAL_DATA	Géographie du cinéma : équipement et fréquentation 	Centre national du cinéma et de l'image animée	fr-lo	4	4	40		aucun signal direct dans les noms et échantillons inspectés
547d8d7ac751df405d090fcb	HOLD	REVIEW_PERSONAL_DATA	Le marché du haut et très haut débit fixe (déploiements)	Autorité de régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP)	fr-lo	169	20	90	partial_file_sample	signal direct à examiner : partial_file_sample
5489cda0c751df35a24120e7	APPROVE	REVIEW_REQUIRED	Compétence territoriale gendarmerie et police nationales	Ministère de l'intérieur	fr-lo	1	1	1		aucun signal direct dans les noms et échantillons inspectés
548acaf2c751df1eac4120e7	HOLD	REVIEW_REQUIRED	Base permanente des équipements	Institut national de la statistique et des études économiques (Insee)	fr-lo	1	1	1	contact,phone	signal direct à examiner : contact,phone
548ad919c751df3d674120e7	HOLD	REVIEW_PERSONAL_DATA	Bases de données et fichiers détails du recensement de la population	Institut national de la statistique et des études économiques (Insee)	fr-lo	1	1	1	contact,phone	signal direct à examiner : contact,phone
54abdee9c751df2fcd04805b	APPROVE	REVIEW_REQUIRED	Données carroyées à 200m sur la population	Idées Libres	odc-odbl	3	3	2		aucun signal direct dans les noms et échantillons inspectés
54ad4ff3c751df50f7de6534	HOLD	REVIEW_PERSONAL_DATA	Insertion professionnelle des diplômés de Master en universités et établissements assimilés - données nationales par discipline	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	contact,email,phone	signal direct à examiner : contact,email,phone
54b4e31dc751df0605ae2616	APPROVE	REVIEW_REQUIRED	Balade Nature Culture - Fil de l'Hers	Toulouse métropole	odc-odbl	1	1	2		aucun signal direct dans les noms et échantillons inspectés
54de1e8fc751df388646738b	APPROVE	REVIEW_PERSONAL_DATA	Open Damir : base complète sur les dépenses d'assurance maladie interrégimes	Caisse nationale de l'Assurance Maladie	fr-lo	18	18	27		aucun signal direct dans les noms et échantillons inspectés
5530fbacc751df5ff937dddb	HOLD	REVIEW_PERSONAL_DATA	Base Adresse Nationale	Base Adresse Nationale	lov2	1	1	1	address,contact,phone	signal direct à examiner : address,contact,phone
55424b64c751df766fa7b26f	HOLD	REVIEW_REQUIRED	Contours... IRIS®	Institut national de l'information géographique et forestière	lov2	5	5	5	address,contact,phone	signal direct à examiner : address,contact,phone
5548d994c751df32e0a7b26c	HOLD	REVIEW_PERSONAL_DATA	Logements étudiants	Centre National des Œuvres Universitaires et Scolaires	fr-lo	26	20	20	address,contact,email,partial_file_sample,phone	signal direct à examiner : address,contact,email,partial_file_sample,phone
5550cfd9c751df388e190c78	HOLD	REVIEW_PERSONAL_DATA	Nuit des Musées : programme national de la 11ème édition  le 16 mai 2015	Ministère de la Culture	fr-lo	1	1	1	address,contact,email,phone	signal direct à examiner : address,contact,email,phone
555df20bc751df415ac98e11	APPROVE	REVIEW_REQUIRED	Les Finances publiques locales 2014 (2009-2013)	Cour des comptes	odc-odbl	6	6	6		aucun signal direct dans les noms et échantillons inspectés
55882244c751df5f2ca453b9	APPROVE	REVIEW_PERSONAL_DATA	Hébergements touristiques	Ville de Saint-Malo	fr-lo	1	1	1		aucun signal direct dans les noms et échantillons inspectés
559395f1c751df0f51a453b9	HOLD	REVIEW_PERSONAL_DATA	BODACC	Premier ministre	fr-lo	6	6	4	address,contact,email,first_name,ip_address,last_name	signal direct à examiner : address,contact,email,first_name,ip_address,last_name
5593aab9c751df35d8a453ba	HOLD	REVIEW_PERSONAL_DATA	Résultats des contrôles officiels sanitaires : dispositif d'information « Alim’confiance »	Ministère de l'Agriculture, de l'agro-alimentaire et de la souveraineté alimentaire	fr-lo	4	4	4	address,contact,phone	signal direct à examiner : address,contact,phone
559e98cdc751df4443390bd3	HOLD	REVIEW_PERSONAL_DATA	Cartographie de l'enseignement supérieur	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	2	2	2	contact,email,phone	signal direct à examiner : contact,email,phone
5617ad4dc751df6211cdbb49	HOLD	REVIEW_REQUIRED	Chiffres départementaux mensuels relatifs aux crimes et délits enregistrés par les services de police et de gendarmerie depuis janvier 1996	Ministère de l'intérieur	fr-lo	5	5	50	address,email	signal direct à examiner : address,email
5617b11dc751df083fcdbb48	HOLD	REVIEW_REQUIRED	[Archivé] Crimes et délits enregistrés par les services de gendarmerie et de police depuis 2012	Ministère de l'intérieur	fr-lo	2	2	19	email	signal direct à examiner : email
561fbf0d88ee3836b1628efb	APPROVE	REVIEW_PERSONAL_DATA	Demandeurs d’emploi inscrits à France Travail	France Travail	fr-lo	1	1	10		aucun signal direct dans les noms et échantillons inspectés
56535b0dc751df4793aad371	HOLD	REVIEW_REQUIRED	Statistiques mensuelles du nombre de téléchargements des jeux de données open data Enseignement supérieur et Recherche	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	contact,email,phone	signal direct à examiner : contact,email,phone
5653a8dc88ee38737fe72046	HOLD	REVIEW_REQUIRED	Lexique français - anglais des termes liés à l'enseignement supérieur et à la recherche en France	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	contact,email,phone	signal direct à examiner : contact,email,phone
5665ff71c751df71e6c664c2	HOLD	REVIEW_REQUIRED	Publications statistiques sur l'enseignement supérieur et la recherche	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	address,contact,email,phone	signal direct à examiner : address,contact,email,phone
566e964188ee3875beaf0bf5	HOLD	REVIEW_PERSONAL_DATA	Open Medic : base complète sur les dépenses de médicaments interrégimes	Caisse nationale de l'Assurance Maladie	fr-lo	85	20	20	partial_file_sample	signal direct à examiner : partial_file_sample
56eb191e88ee38750689c52e	HOLD	REVIEW_REQUIRED	Journées des Arts et de la Culture dans l'Enseignement Supérieur	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	contact,email,phone	signal direct à examiner : contact,email,phone
56ebf05fc751df7756cc7140	HOLD	REVIEW_REQUIRED	Référentiel géographique français, communes, unités urbaines, aires urbaines, départements, académies, régions	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	contact,email,phone	signal direct à examiner : contact,email,phone
56ec0852c751df1d76cc7141	APPROVE	REVIEW_PERSONAL_DATA	Etablissements de police ou de gendarmerie de la Métropole de Lyon	Métropole de Lyon	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
56ec086dc751df1d76cc7146	APPROVE	REVIEW_PERSONAL_DATA	Etablissements d'enseignement supérieur de la Métropole de Lyon	Métropole de Lyon	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
56ec088b88ee385297e1a629	APPROVE	REVIEW_PERSONAL_DATA	Etablissements de police ou de gendarmerie de la Métropole de Lyon (Point d'intérêt)	Métropole de Lyon	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
56ec08b1c751df73c2cc7148	APPROVE	REVIEW_PERSONAL_DATA	Etablissements d'enseignement supérieur de la Métropole de Lyon (Point d'intérêt)	Métropole de Lyon	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
